"Index","ID","Age","Gender","Education","Country","Ethnicity","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Semer","VSA"
495,497,"18-24","Male","Professional certificate/diploma","Other",NA,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,"Used in Last Month","Never Used","Used in Last Decade","Never Used","Used in Last Day","Used in Last Day","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
496,498,"55-64","Male","Some college or university, no certificate or degree","USA","White",-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,"Used in Last Year","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Day","Used in Last Decade","Used in Last Day","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Used over a Decade Ago","Used in Last Month","Never Used","Used in Last Day","Never Used","Never Used"
497,499,"25-34","Male","Masters degree","UK","White",0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,"Used in Last Day","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used"
498,500,"25-34","Male",NA,"Other","White",-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,"Used in Last Month","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used in Last Day","Used in Last Day","Used in Last Week","Used over a Decade Ago","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Day","Never Used","Used over a Decade Ago"
499,501,"55-64","Female","Some college or university, no certificate or degree","UK","White",1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,"Used in Last Week","Used over a Decade Ago","Used over a Decade Ago","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used over a Decade Ago","Never Used","Used in Last Decade","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used in Last Decade","Never Used","Never Used"
500,502,"35-44","Female","Professional certificate/diploma","Republic of Ireland","White",0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.7654,"Used in Last Year","Never Used","Used over a Decade Ago","Used in Last Decade","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Month","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used over a Decade Ago"
501,503,"25-34","Female","Professional certificate/diploma","UK","White",-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,"Used in Last Year","Used over a Decade Ago","Never Used","Never Used","Used in Last Day","Used in Last Decade","Used in Last Week","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Day","Never Used","Used over a Decade Ago"
502,504,"18-24","Male","Some college or university, no certificate or degree","USA","White",-1.55078,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Used in Last Year","Used in Last Week","Never Used","Never Used"
503,505,"55-64","Female","Professional certificate/diploma","Canada","White",0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,"Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Month","Used in Last Week","Used in Last Week","Used in Last Month","Used over a Decade Ago","Used over a Decade Ago","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Month","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used over a Decade Ago"
504,506,"35-44","Male",NA,"UK","White",-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,"Used over a Decade Ago","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Used in Last Day","Never Used","Never Used"
505,507,"45-54","Male","Professional certificate/diploma","Other","White",0.41667,0.47617,0.29338,-1.07533,-1.13788,0.88113,0.07987,"Used in Last Year","Used over a Decade Ago","Never Used","Used in Last Year","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Decade","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Day","Never Used","Never Used"
506,508,"35-44","Male","University degree","UK","White",-0.46725,0.63779,0.88309,-0.76096,0.58489,0.19268,0.07987,"Used in Last Month","Used in Last Decade","Used in Last Year","Used over a Decade Ago","Used in Last Day","Used in Last Decade","Used in Last Week","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Used in Last Year","Used in Last Decade","Never Used","Used over a Decade Ago"
507,509,"25-34","Male","University degree","UK","White",0.13606,-0.30033,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,"Used in Last Year","Used in Last Decade","Used in Last Year","Never Used","Used in Last Week","Used in Last Day","Used in Last Day","Used in Last Year","Never Used","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used"
508,510,"35-44","Male",NA,"UK","White",1.49158,-1.09207,-1.11902,-1.772,-0.78155,-0.71126,0.07987,"Used in Last Week","Used in Last Decade","Used in Last Decade","Used in Last Year","Used in Last Week","Used in Last Decade","Used in Last Day","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
509,511,"35-44","Female","Masters degree","Other","White",-1.05308,1.11406,-0.31776,0.28783,0.12331,-1.37983,-0.52593,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago"
510,512,"35-44","Male","University degree","UK","White",0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,"Used in Last Week","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Day","Used in Last Week","Used in Last Week","Used in Last Decade","Used over a Decade Ago","Used in Last Decade","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Week","Never Used","Never Used"
511,513,"45-54","Female","Masters degree","UK","White",0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,"Used in Last Week","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used in Last Day","Used in Last Week","Used in Last Day","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used over a Decade Ago","Never Used","Never Used","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used in Last Week","Never Used","Never Used"
512,514,"18-24","Male","Some college or university, no certificate or degree","UK","White",0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,"Used in Last Day","Used in Last Year","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Year","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Year","Never Used","Used in Last Week","Never Used","Used in Last Day","Never Used","Never Used"
513,515,"55-64","Male",NA,"USA","White",-0.14882,-0.30033,-0.17779,0.76096,0.41594,-0.21712,-0.21575,"Used in Last Year","Used in Last Decade","Used over a Decade Ago","Used over a Decade Ago","Used in Last Day","Used in Last Week","Used in Last Day","Used in Last Month","Used in Last Year","Used in Last Year","Used over a Decade Ago","Never Used","Never Used","Used over a Decade Ago","Used in Last Decade","Used over a Decade Ago","Used in Last Day","Never Used","Used over a Decade Ago"
514,516,"35-44","Male",NA,"UK","White",0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
515,517,"18-24","Female","Left school at 17 years","USA","White",-1.43907,1.93886,0.44585,0.13136,0.25953,0.88113,1.92173,"Used in Last Week","Used in Last Year","Never Used","Used in Last Week","Used in Last Day","Used in Last Day","Used in Last Week","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Month","Never Used","Used in Last Month","Used in Last Year","Used in Last Day","Never Used","Used in Last Decade"
516,518,"35-44","Female",NA,"UK","White",-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,"Used in Last Day","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Decade","Used over a Decade Ago","Used in Last Decade","Used over a Decade Ago","Never Used","Never Used","Used in Last Decade","Used in Last Decade","Used in Last Day","Never Used","Used over a Decade Ago"
517,519,"25-34","Female","Masters degree","UK","White",0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,"Used in Last Decade","Never Used","Used in Last Decade","Used in Last Year","Used in Last Day","Used in Last Decade","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
518,520,"25-34","Male","Professional certificate/diploma","Other","White",0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,"Used in Last Decade","Used in Last Year","Used in Last Decade","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Year","Never Used","Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Day","Never Used","Used over a Decade Ago"
519,521,"25-34","Male","Masters degree","UK","White",-0.14882,0.32197,-1.27553,1.11406,1.81175,0.52975,1.2247,"Used in Last Week","Used in Last Decade","Used in Last Decade","Used in Last Month","Used in Last Week","Used in Last Year","Used in Last Week","Used in Last Decade","Used in Last Decade","Used in Last Year","Used in Last Decade","Used in Last Decade","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Decade"
520,522,"35-44","Female","University degree","UK","White",0.22393,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,"Used in Last Week","Never Used","Used in Last Decade","Never Used","Used in Last Day","Used in Last Year","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Never Used"
521,523,"45-54","Female",NA,"Australia","White",0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,"Used in Last Year","Never Used","Never Used","Used in Last Day","Used in Last Week","Used in Last Month","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
522,524,"18-24","Male","Some college or university, no certificate or degree","USA","White",0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Week","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Used in Last Year","Used in Last Day","Never Used","Never Used"
523,525,"18-24","Male","Some college or university, no certificate or degree","UK","White",-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
524,526,"35-44","Female","Left school before 16 years","UK","White",0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,"Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Week","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Decade","Never Used","Never Used","Used over a Decade Ago","Used in Last Decade","Never Used","Used in Last Year","Never Used","Used over a Decade Ago"
